"site","year","replicate","date","period","ncolonies","prev_bleached","prev_verypale","prev_anybleaching","prev_nobleaching"
"Mutton Snapper FSA",2022,"3",2022-10-22,"Annual",4,0,0,0,100
"Mutton Snapper FSA",2022,"4",2022-10-22,"Annual",8,0,0,0,100
"Mutton Snapper FSA",2022,"5",2022-10-22,"Annual",3,0,0,0,100
"Mutton Snapper FSA",2022,"6",2022-10-22,"Annual",9,0,0,0,100
"Mutton Snapper FSA",2023,"1",2023-11-10,"Annual",8,0,0,0,100
"Mutton Snapper FSA",2023,"2",2023-11-10,"Annual",6,0,0,0,100
"Mutton Snapper FSA",2023,"3",2023-11-10,"Annual",10,0,0,0,100
"Mutton Snapper FSA",2023,"4",2023-11-10,"Annual",11,0,0,0,100
"Mutton Snapper FSA",2023,"5",2023-11-10,"Annual",7,0,0,0,100
"Mutton Snapper FSA",2023,"6",2023-11-10,"Annual",11,0,0,0,100
"Mutton Snapper FSA",2024,"1",2024-03-15,"PBL",9,0,0,0,100
"Mutton Snapper FSA",2024,"1",2024-11-15,"Annual",8,0,0,0,100
"Mutton Snapper FSA",2024,"2",2024-03-15,"PBL",10,0,0,0,100
"Mutton Snapper FSA",2024,"2",2024-11-15,"Annual",7,0,0,0,100
"Mutton Snapper FSA",2024,"3",2024-03-15,"PBL",5,0,0,0,100
"Mutton Snapper FSA",2024,"3",2024-11-15,"Annual",16,0,0,0,100
"Mutton Snapper FSA",2024,"4",2024-03-15,"PBL",6,0,0,0,100
"Mutton Snapper FSA",2024,"4",2024-11-15,"Annual",9,0,0,0,100
"Mutton Snapper FSA",2024,"5",2024-03-15,"PBL",3,0,0,0,100
"Mutton Snapper FSA",2024,"5",2024-11-15,"Annual",15,0,0,0,100
"Mutton Snapper FSA",2024,"6",2024-03-15,"PBL",5,0,0,0,100
"Mutton Snapper FSA",2024,"6",2024-11-15,"Annual",9,11.1111111111111,0,11.1111111111111,88.8888888888889
"Mutton Snapper FSA",2025,"1",2025-04-14,"PBL",16,0,0,0,100
"Mutton Snapper FSA",2025,"2",2025-04-14,"PBL",20,0,0,0,100
"Mutton Snapper FSA",2025,"4",2025-04-14,"PBL",9,0,0,0,100
"Mutton Snapper FSA",2025,"5",2025-04-14,"PBL",8,0,0,0,100
"Mutton Snapper FSA",2025,"6",2025-04-14,"PBL",10,0,0,0,100
"Salt River Deep",2022,"1",2022-10-20,"Annual",7,0,0,0,100
"Salt River Deep",2022,"2",2022-10-20,"Annual",9,0,0,0,100
"Salt River Deep",2022,"3",2022-10-20,"Annual",8,0,0,0,100
"Salt River Deep",2022,"4",2022-10-20,"Annual",9,0,0,0,100
"Salt River Deep",2022,"5",2022-10-20,"Annual",9,0,0,0,100
"Salt River Deep",2022,"6",2022-10-20,"Annual",4,0,0,0,100
"Salt River Deep",2023,"1",2023-11-11,"Annual",5,0,0,0,100
"Salt River Deep",2023,"2",2023-11-11,"Annual",10,0,0,0,100
"Salt River Deep",2023,"3",2023-11-11,"Annual",3,33.3333333333333,0,33.3333333333333,66.6666666666667
"Salt River Deep",2023,"4",2023-11-11,"Annual",10,0,0,0,100
"Salt River Deep",2023,"5",2023-11-11,"Annual",7,0,0,0,100
"Salt River Deep",2023,"6",2023-11-11,"Annual",7,0,0,0,100
"Salt River Deep",2024,"1",2024-03-14,"PBL",6,0,0,0,100
"Salt River Deep",2024,"2",2024-03-14,"PBL",5,0,0,0,100
"Salt River Deep",2024,"2",2024-11-14,"Annual",5,0,0,0,100
"Salt River Deep",2024,"3",2024-03-14,"PBL",4,0,0,0,100
"Salt River Deep",2024,"3",2024-11-14,"Annual",9,0,0,0,100
"Salt River Deep",2024,"4",2024-03-14,"PBL",6,0,0,0,100
"Salt River Deep",2024,"4",2024-11-14,"Annual",7,0,0,0,100
"Salt River Deep",2024,"5",2024-03-14,"PBL",4,0,0,0,100
"Salt River Deep",2024,"5",2024-11-14,"Annual",5,40,0,40,60
"Salt River Deep",2024,"6",2024-03-14,"PBL",5,0,0,0,100
"Salt River Deep",2024,"6",2024-11-14,"Annual",8,0,0,0,100
"Salt River Deep",2025,"1",2025-04-12,"PBL",8,0,0,0,100
"Salt River Deep",2025,"2",2025-04-12,"PBL",4,0,0,0,100
"Salt River Deep",2025,"3",2025-04-12,"PBL",7,0,0,0,100
"Salt River Deep",2025,"4",2025-04-12,"PBL",10,0,0,0,100
"Salt River Deep",2025,"5",2025-04-12,"PBL",6,0,0,0,100
"Salt River Deep",2025,"6",2025-04-12,"PBL",6,0,33.3333333333333,33.3333333333333,66.6666666666667
"Salt River West",2022,"1",2022-10-20,"Annual",9,0,0,0,100
"Salt River West",2022,"2",2022-10-20,"Annual",11,0,0,0,100
"Salt River West",2022,"3",2022-10-20,"Annual",13,0,0,0,100
"Salt River West",2022,"4",2022-10-20,"Annual",15,0,0,0,100
"Salt River West",2022,"5",2022-10-20,"Annual",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"Salt River West",2022,"6",2022-10-20,"Annual",17,0,0,0,100
"Salt River West",2023,"1",2023-11-11,"Annual",12,0,0,0,100
"Salt River West",2023,"2",2023-11-11,"Annual",10,0,0,0,100
"Salt River West",2023,"3",2023-11-11,"Annual",16,0,0,0,100
"Salt River West",2023,"4",2023-11-11,"Annual",16,12.5,0,12.5,87.5
"Salt River West",2023,"5",2023-11-11,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"Salt River West",2023,"6",2023-11-11,"Annual",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Salt River West",2024,"1",2024-03-14,"PBL",9,0,0,0,100
"Salt River West",2024,"1",2024-11-14,"Annual",6,0,0,0,100
"Salt River West",2024,"2",2024-03-14,"PBL",10,0,0,0,100
"Salt River West",2024,"2",2024-11-14,"Annual",11,0,0,0,100
"Salt River West",2024,"3",2024-03-14,"PBL",6,0,0,0,100
"Salt River West",2024,"3",2024-11-14,"Annual",10,10,0,10,90
"Salt River West",2024,"4",2024-03-14,"PBL",15,0,0,0,100
"Salt River West",2024,"4",2024-11-14,"Annual",9,0,0,0,100
"Salt River West",2024,"5",2024-03-14,"PBL",10,0,0,0,100
"Salt River West",2024,"5",2024-11-14,"Annual",17,5.88235294117647,0,5.88235294117647,94.1176470588235
"Salt River West",2024,"6",2024-03-14,"PBL",13,0,0,0,100
"Salt River West",2024,"6",2024-11-14,"Annual",16,6.25,0,6.25,93.75
"Salt River West",2025,"1",2025-04-12,"PBL",6,0,0,0,100
"Salt River West",2025,"2",2025-04-12,"PBL",11,0,0,0,100
"Salt River West",2025,"3",2025-04-12,"PBL",11,0,0,0,100
"Salt River West",2025,"4",2025-04-12,"PBL",14,0,0,0,100
"Salt River West",2025,"5",2025-04-12,"PBL",14,0,0,0,100
"Salt River West",2025,"6",2025-04-12,"PBL",9,0,0,0,100
"Savana",2022,"1",2022-10-03,"Annual",7,0,0,0,100
"Savana",2022,"2",2022-10-03,"Annual",13,0,0,0,100
"Savana",2022,"3",2022-10-03,"Annual",35,0,0,0,100
"Savana",2022,"4",2022-10-03,"Annual",6,0,0,0,100
"Savana",2022,"5",2022-10-03,"Annual",5,0,0,0,100
"Savana",2022,"6",2022-10-03,"Annual",5,0,0,0,100
"Savana",2023,"1",2023-10-30,"Annual",47,2.12765957446809,0,2.12765957446809,97.8723404255319
"Savana",2023,"2",2023-10-30,"Annual",46,0,0,0,100
"Savana",2023,"3",2023-10-30,"Annual",39,7.69230769230769,0,7.69230769230769,92.3076923076923
"Savana",2023,"4",2023-10-30,"Annual",11,0,0,0,100
"Savana",2023,"5",2023-10-30,"Annual",8,0,0,0,100
"Savana",2023,"6",2023-10-30,"Annual",8,0,0,0,100
"Savana",2024,"1",2024-04-11,"PBL",51,0,0,0,100
"Savana",2024,"1",2024-10-17,"Annual",69,0,1.44927536231884,1.44927536231884,98.5507246376812
"Savana",2024,"2",2024-04-11,"PBL",35,0,0,0,100
"Savana",2024,"2",2024-10-17,"Annual",40,37.5,0,37.5,62.5
"Savana",2024,"3",2024-04-11,"PBL",29,0,0,0,100
"Savana",2024,"3",2024-10-17,"Annual",43,37.2093023255814,2.32558139534884,37.2093023255814,62.7906976744186
"Savana",2024,"4",2024-04-11,"PBL",10,0,0,0,100
"Savana",2024,"4",2024-10-17,"Annual",7,0,0,0,100
"Savana",2024,"5",2024-04-11,"PBL",10,0,0,0,100
"Savana",2024,"5",2024-10-17,"Annual",12,0,0,0,100
"Savana",2024,"6",2024-04-11,"PBL",17,0,0,0,100
"Savana",2024,"6",2024-10-17,"Annual",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"Savana",2025,"1",2025-03-19,"PBL",58,0,0,0,100
"Savana",2025,"2",2025-03-19,"PBL",36,0,0,0,100
"Savana",2025,"3",2025-03-19,"PBL",23,0,0,0,100
"Savana",2025,"4",2025-03-19,"PBL",4,0,0,0,100
"Savana",2025,"5",2025-03-19,"PBL",2,0,0,0,100
"Savana",2025,"6",2025-03-19,"PBL",7,0,0,0,100
"Seahorse Cottage Shoal",2022,"1",2022-10-04,"Annual",16,0,0,0,100
"Seahorse Cottage Shoal",2022,"2",2022-10-04,"Annual",19,0,0,0,100
"Seahorse Cottage Shoal",2022,"3",2022-10-04,"Annual",15,0,0,0,100
"Seahorse Cottage Shoal",2022,"4",2022-10-04,"Annual",101,0,0,0,100
"Seahorse Cottage Shoal",2022,"5",2022-10-04,"Annual",83,0,0,0,100
"Seahorse Cottage Shoal",2022,"6",2022-10-04,"Annual",101,0,0,0,100
"Seahorse Cottage Shoal",2023,"1",2023-10-30,"Annual",19,0,0,0,100
"Seahorse Cottage Shoal",2023,"2",2023-10-30,"Annual",15,0,0,0,100
"Seahorse Cottage Shoal",2023,"3",2023-10-30,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Seahorse Cottage Shoal",2023,"4",2023-10-30,"Annual",86,9.30232558139535,3.48837209302326,12.7906976744186,87.2093023255814
"Seahorse Cottage Shoal",2023,"5",2023-10-30,"Annual",126,21.4285714285714,0.793650793650794,22.2222222222222,77.7777777777778
"Seahorse Cottage Shoal",2023,"6",2023-10-30,"Annual",83,34.9397590361446,2.40963855421687,37.3493975903614,62.6506024096386
"Seahorse Cottage Shoal",2024,"1",2024-03-07,"PBL",11,0,0,0,100
"Seahorse Cottage Shoal",2024,"1",2024-10-29,"Annual",14,0,0,0,100
"Seahorse Cottage Shoal",2024,"2",2024-03-07,"PBL",11,0,0,0,100
"Seahorse Cottage Shoal",2024,"2",2024-10-29,"Annual",15,0,0,0,100
"Seahorse Cottage Shoal",2024,"3",2024-03-07,"PBL",13,0,0,0,100
"Seahorse Cottage Shoal",2024,"3",2024-10-29,"Annual",15,0,6.66666666666667,6.66666666666667,93.3333333333333
"Seahorse Cottage Shoal",2024,"4",2024-03-07,"PBL",77,0,0,0,100
"Seahorse Cottage Shoal",2024,"4",2024-10-29,"Annual",94,5.31914893617021,1.06382978723404,6.38297872340426,93.6170212765958
"Seahorse Cottage Shoal",2024,"5",2024-03-07,"PBL",91,0,0,0,100
"Seahorse Cottage Shoal",2024,"5",2024-10-29,"Annual",106,0,0,0,100
"Seahorse Cottage Shoal",2024,"6",2024-03-07,"PBL",74,0,0,0,100
"Seahorse Cottage Shoal",2024,"6",2024-10-29,"Annual",110,35.4545454545455,0,35.4545454545455,64.5454545454545
"Seahorse Cottage Shoal",2025,"1",2025-03-20,"PBL",13,0,0,0,100
"Seahorse Cottage Shoal",2025,"2",2025-03-20,"PBL",18,0,0,0,100
"Seahorse Cottage Shoal",2025,"3",2025-03-20,"PBL",15,0,0,0,100
"Seahorse Cottage Shoal",2025,"4",2025-03-20,"PBL",83,0,1.20481927710843,1.20481927710843,98.7951807228916
"Seahorse Cottage Shoal",2025,"5",2025-03-20,"PBL",66,0,0,0,100
"Seahorse Cottage Shoal",2025,"6",2025-03-20,"PBL",68,0,0,0,100
"South Capella",2022,"1",2022-11-30,"Annual",10,0,0,0,100
"South Capella",2022,"2",2022-11-30,"Annual",8,0,0,0,100
"South Capella",2022,"3",2022-11-30,"Annual",11,0,0,0,100
"South Capella",2022,"4",2022-11-30,"Annual",9,0,0,0,100
"South Capella",2022,"5",2022-11-30,"Annual",15,0,0,0,100
"South Capella",2022,"6",2022-11-30,"Annual",14,0,0,0,100
"South Capella",2023,"1",2023-10-23,"Annual",16,0,0,0,100
"South Capella",2023,"2",2023-10-23,"Annual",16,0,0,0,100
"South Capella",2023,"3",2023-10-23,"Annual",18,5.55555555555556,0,5.55555555555556,94.4444444444444
"South Capella",2023,"4",2023-10-23,"Annual",9,0,0,0,100
"South Capella",2023,"5",2023-10-23,"Annual",15,0,0,0,100
"South Capella",2023,"6",2023-10-23,"Annual",15,0,0,0,100
"South Capella",2024,"1",2024-04-22,"PBL",9,0,0,0,100
"South Capella",2024,"1",2024-10-25,"Annual",9,0,0,0,100
"South Capella",2024,"2",2024-04-22,"PBL",8,12.5,0,12.5,87.5
"South Capella",2024,"2",2024-10-25,"Annual",9,0,0,0,100
"South Capella",2024,"3",2024-04-22,"PBL",6,0,0,0,100
"South Capella",2024,"3",2024-10-25,"Annual",12,0,0,0,100
"South Capella",2024,"4",2024-04-22,"PBL",8,0,0,0,100
"South Capella",2024,"4",2024-10-25,"Annual",13,0,0,0,100
"South Capella",2024,"5",2024-04-22,"PBL",9,0,0,0,100
"South Capella",2024,"5",2024-10-25,"Annual",13,0,7.69230769230769,7.69230769230769,92.3076923076923
"South Capella",2024,"6",2024-04-22,"PBL",13,0,0,0,100
"South Capella",2024,"6",2024-10-25,"Annual",15,0,0,0,100
"South Capella",2025,"1",2025-03-27,"PBL",15,0,0,0,100
"South Capella",2025,"2",2025-03-27,"PBL",14,0,0,0,100
"South Capella",2025,"3",2025-03-27,"PBL",13,0,0,0,100
"South Capella",2025,"4",2025-03-27,"PBL",16,0,0,0,100
"South Capella",2025,"5",2025-03-27,"PBL",16,0,6.25,6.25,93.75
"South Capella",2025,"6",2025-03-27,"PBL",14,0,0,0,100
"South Water",2022,"1",2022-12-07,"Annual",6,0,0,0,100
"South Water",2022,"2",2022-12-07,"Annual",9,0,0,0,100
"South Water",2022,"3",2022-12-07,"Annual",7,0,0,0,100
"South Water",2022,"4",2022-12-07,"Annual",8,0,0,0,100
"South Water",2022,"5",2022-12-07,"Annual",7,0,0,0,100
"South Water",2022,"6",2022-12-07,"Annual",8,0,0,0,100
"South Water",2023,"1",2023-10-23,"Annual",11,0,0,0,100
"South Water",2023,"2",2023-10-23,"Annual",13,0,0,0,100
"South Water",2023,"3",2023-10-23,"Annual",4,0,0,0,100
"South Water",2023,"4",2023-10-23,"Annual",7,0,0,0,100
"South Water",2023,"5",2023-10-23,"Annual",11,0,0,0,100
"South Water",2023,"6",2023-10-23,"Annual",12,0,0,0,100
"South Water",2024,"1",2024-04-26,"PBL",7,0,0,0,100
"South Water",2024,"1",2024-10-25,"Annual",11,0,0,0,100
"South Water",2024,"2",2024-04-26,"PBL",8,0,0,0,100
"South Water",2024,"2",2024-10-25,"Annual",9,0,0,0,100
"South Water",2024,"3",2024-04-26,"PBL",7,0,0,0,100
"South Water",2024,"3",2024-10-25,"Annual",18,22.2222222222222,0,22.2222222222222,77.7777777777778
"South Water",2024,"4",2024-04-26,"PBL",6,0,0,0,100
"South Water",2024,"4",2024-10-25,"Annual",11,0,0,0,100
"South Water",2024,"5",2024-04-26,"PBL",7,0,0,0,100
"South Water",2024,"5",2024-10-25,"Annual",15,0,0,0,100
"South Water",2024,"6",2024-04-26,"PBL",6,0,0,0,100
"South Water",2024,"6",2024-10-25,"Annual",29,20.6896551724138,3.44827586206897,24.1379310344828,75.8620689655172
"South Water",2025,"1",2025-03-28,"PBL",19,0,0,0,100
"South Water",2025,"2",2025-03-28,"PBL",15,0,0,0,100
"South Water",2025,"3",2025-03-28,"PBL",12,0,0,0,100
"South Water",2025,"4",2025-03-28,"PBL",11,0,0,0,100
"South Water",2025,"5",2025-03-28,"PBL",13,0,0,0,100
"South Water",2025,"6",2025-03-28,"PBL",11,0,0,0,100
"Sprat Hole",2022,"1",2022-10-22,"Annual",14,0,0,0,100
"Sprat Hole",2022,"2",2022-10-22,"Annual",14,0,0,0,100
"Sprat Hole",2022,"3",2022-10-22,"Annual",11,0,0,0,100
"Sprat Hole",2022,"4",2022-10-22,"Annual",6,0,0,0,100
"Sprat Hole",2022,"5",2022-10-22,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Sprat Hole",2022,"6",2022-10-22,"Annual",16,0,0,0,100
"Sprat Hole",2023,"1",2023-11-12,"Annual",19,0,0,0,100
"Sprat Hole",2023,"2",2023-11-12,"Annual",18,0,0,0,100
"Sprat Hole",2023,"3",2023-11-12,"Annual",8,12.5,0,12.5,87.5
"Sprat Hole",2023,"4",2023-11-12,"Annual",11,0,0,0,100
"Sprat Hole",2023,"5",2023-11-12,"Annual",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Sprat Hole",2023,"6",2023-11-12,"Annual",16,0,0,0,100
"Sprat Hole",2024,"1",2024-03-15,"PBL",28,0,3.57142857142857,3.57142857142857,96.4285714285714
"Sprat Hole",2024,"1",2024-11-14,"Annual",18,0,0,0,100
"Sprat Hole",2024,"2",2024-03-15,"PBL",13,0,0,0,100
"Sprat Hole",2024,"2",2024-11-14,"Annual",13,0,7.69230769230769,7.69230769230769,92.3076923076923
"Sprat Hole",2024,"3",2024-03-15,"PBL",7,0,0,0,100
"Sprat Hole",2024,"3",2024-11-14,"Annual",7,0,0,0,100
"Sprat Hole",2024,"4",2024-03-15,"PBL",12,0,0,0,100
"Sprat Hole",2024,"4",2024-11-14,"Annual",12,16.6666666666667,0,16.6666666666667,83.3333333333333
"Sprat Hole",2024,"5",2024-03-15,"PBL",12,0,0,0,100
"Sprat Hole",2024,"5",2024-11-14,"Annual",15,6.66666666666667,0,6.66666666666667,93.3333333333333
"Sprat Hole",2024,"6",2024-03-15,"PBL",17,0,0,0,100
"Sprat Hole",2024,"6",2024-11-14,"Annual",22,18.1818181818182,0,18.1818181818182,81.8181818181818
"Sprat Hole",2025,"1",2025-04-14,"PBL",26,0,0,0,100
"Sprat Hole",2025,"2",2025-04-14,"PBL",15,0,0,0,100
"Sprat Hole",2025,"3",2025-04-14,"PBL",8,0,0,0,100
"Sprat Hole",2025,"4",2025-04-14,"PBL",12,0,0,0,100
"Sprat Hole",2025,"5",2025-04-14,"PBL",27,0,0,0,100
"Sprat Hole",2025,"6",2025-04-14,"PBL",14,0,0,0,100
"St James",2022,"1",2022-10-12,"Annual",5,0,0,0,100
"St James",2022,"2",2022-10-12,"Annual",11,0,0,0,100
"St James",2022,"3",2022-10-12,"Annual",5,0,0,0,100
"St James",2022,"4",2022-10-12,"Annual",12,0,0,0,100
"St James",2022,"5",2022-10-12,"Annual",15,0,0,0,100
"St James",2022,"6",2022-10-12,"Annual",12,0,0,0,100
"St James",2023,"1",2023-10-19,"Annual",14,0,0,0,100
"St James",2023,"2",2023-10-19,"Annual",20,0,0,0,100
"St James",2023,"3",2023-10-19,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"St James",2023,"4",2023-10-19,"Annual",18,11.1111111111111,0,11.1111111111111,88.8888888888889
"St James",2023,"5",2023-10-19,"Annual",19,10.5263157894737,0,10.5263157894737,89.4736842105263
"St James",2023,"6",2023-10-19,"Annual",16,0,0,0,100
"St James",2024,"1",2024-04-26,"PBL",12,0,0,0,100
"St James",2024,"1",2024-10-29,"Annual",14,0,0,0,100
"St James",2024,"2",2024-04-26,"PBL",11,0,0,0,100
"St James",2024,"2",2024-10-29,"Annual",13,0,0,0,100
"St James",2024,"3",2024-04-26,"PBL",8,0,0,0,100
"St James",2024,"3",2024-10-29,"Annual",12,0,0,0,100
"St James",2024,"4",2024-04-26,"PBL",13,0,0,0,100
"St James",2024,"4",2024-10-29,"Annual",23,0,0,0,100
"St James",2024,"5",2024-04-26,"PBL",13,0,0,0,100
"St James",2024,"5",2024-10-29,"Annual",14,0,0,0,100
"St James",2024,"6",2024-04-26,"PBL",11,0,0,0,100
"St James",2024,"6",2024-10-29,"Annual",26,0,0,0,100
"St James",2025,"1",2025-03-21,"PBL",27,0,0,0,100
"St James",2025,"2",2025-03-21,"PBL",23,0,0,0,100
"St James",2025,"3",2025-03-21,"PBL",24,0,0,0,100
"St James",2025,"4",2025-03-21,"PBL",19,0,0,0,100
"St James",2025,"5",2025-03-21,"PBL",12,0,0,0,100
"St James",2025,"6",2025-03-21,"PBL",12,0,0,0,100
