"site","year","replicate","date","period","ncolonies","prev_oldmortality","prev_recentmortality","prev_anymortality","prev_nomortality"
"Black Point",2022,"1",2022-10-10,"Annual",144,1.38888888888889,0,1.38888888888889,98.6111111111111
"Black Point",2022,"2",2022-10-10,"Annual",202,0.99009900990099,0.99009900990099,1.98019801980198,98.019801980198
"Black Point",2022,"3",2022-10-10,"Annual",312,1.6025641025641,0.641025641025641,2.24358974358974,97.7564102564103
"Black Point",2022,"4",2022-10-10,"Annual",24,0,0,0,100
"Black Point",2022,"5",2022-10-10,"Annual",20,0,0,0,100
"Black Point",2022,"6",2022-10-10,"Annual",30,0,0,0,100
"Black Point",2023,"1",2023-10-17,"Annual",141,2.12765957446809,1.41843971631206,2.83687943262411,97.1631205673759
"Black Point",2023,"2",2023-10-17,"Annual",156,7.05128205128205,0.641025641025641,7.69230769230769,92.3076923076923
"Black Point",2023,"3",2023-10-17,"Annual",160,16.25,1.25,17.5,82.5
"Black Point",2023,"4",2023-10-17,"Annual",21,28.5714285714286,9.52380952380952,33.3333333333333,66.6666666666667
"Black Point",2023,"5",2023-10-17,"Annual",48,6.25,0,6.25,93.75
"Black Point",2023,"6",2023-10-17,"Annual",34,0,0,0,100
"Black Point",2024,"1",2024-02-15,"PBL",6,0,0,0,100
"Black Point",2024,"1",2024-10-11,"Annual",84,9.52380952380952,0,9.52380952380952,90.4761904761905
"Black Point",2024,"2",2024-02-15,"PBL",102,21.5686274509804,0,21.5686274509804,78.4313725490196
"Black Point",2024,"2",2024-10-11,"Annual",45,8.88888888888889,0,8.88888888888889,91.1111111111111
"Black Point",2024,"3",2024-02-15,"PBL",142,1.40845070422535,0,1.40845070422535,98.5915492957746
"Black Point",2024,"3",2024-10-11,"Annual",113,13.2743362831858,3.53982300884956,15.929203539823,84.070796460177
"Black Point",2024,"4",2024-02-15,"PBL",20,0,0,0,100
"Black Point",2024,"4",2024-10-11,"Annual",25,0,0,0,100
"Black Point",2024,"5",2024-02-15,"PBL",33,0,0,0,100
"Black Point",2024,"5",2024-10-11,"Annual",35,34.2857142857143,5.71428571428571,40,60
"Black Point",2024,"6",2024-02-15,"PBL",22,0,0,0,100
"Black Point",2024,"6",2024-10-11,"Annual",27,0,0,0,100
"Black Point",2025,"1",2025-03-26,"PBL",51,43.1372549019608,1.96078431372549,43.1372549019608,56.8627450980392
"Black Point",2025,"2",2025-03-26,"PBL",84,29.7619047619048,0,29.7619047619048,70.2380952380952
"Black Point",2025,"3",2025-03-26,"PBL",90,38.8888888888889,0,38.8888888888889,61.1111111111111
"Black Point",2025,"4",2025-03-26,"PBL",16,56.25,0,56.25,43.75
"Black Point",2025,"5",2025-03-26,"PBL",32,31.25,3.125,34.375,65.625
"Black Point",2025,"6",2025-03-26,"PBL",27,0,0,0,100
"Botany Bay",2022,"1",2022-10-03,"Annual",42,0,0,0,100
"Botany Bay",2022,"2",2022-10-03,"Annual",43,0,0,0,100
"Botany Bay",2022,"3",2022-10-03,"Annual",37,0,0,0,100
"Botany Bay",2022,"4",2022-10-03,"Annual",11,0,0,0,100
"Botany Bay",2022,"5",2022-10-03,"Annual",7,0,0,0,100
"Botany Bay",2022,"6",2022-10-03,"Annual",8,0,0,0,100
"Botany Bay",2023,"1",2023-10-12,"Annual",43,4.65116279069767,0,4.65116279069767,95.3488372093023
"Botany Bay",2023,"2",2023-10-12,"Annual",38,5.26315789473684,0,5.26315789473684,94.7368421052632
"Botany Bay",2023,"3",2023-10-12,"Annual",26,15.3846153846154,0,15.3846153846154,84.6153846153846
"Botany Bay",2023,"4",2023-10-12,"Annual",69,5.79710144927536,0,5.79710144927536,94.2028985507246
"Botany Bay",2023,"5",2023-10-12,"Annual",4,0,0,0,100
"Botany Bay",2023,"6",2023-10-12,"Annual",8,0,0,0,100
"Botany Bay",2024,"1",2024-04-17,"PBL",42,2.38095238095238,0,2.38095238095238,97.6190476190476
"Botany Bay",2024,"1",2024-10-17,"Annual",60,5,0,5,95
"Botany Bay",2024,"2",2024-04-17,"PBL",35,0,0,0,100
"Botany Bay",2024,"2",2024-10-17,"Annual",48,0,0,0,100
"Botany Bay",2024,"3",2024-04-17,"PBL",27,7.40740740740741,0,7.40740740740741,92.5925925925926
"Botany Bay",2024,"3",2024-10-17,"Annual",34,23.5294117647059,2.94117647058824,26.4705882352941,73.5294117647059
"Botany Bay",2024,"4",2024-04-17,"PBL",12,0,0,0,100
"Botany Bay",2024,"4",2024-10-17,"Annual",18,11.1111111111111,0,11.1111111111111,88.8888888888889
"Botany Bay",2024,"5",2024-04-17,"PBL",7,0,0,0,100
"Botany Bay",2024,"5",2024-10-17,"Annual",8,25,12.5,25,75
"Botany Bay",2024,"6",2024-04-17,"PBL",6,0,0,0,100
"Botany Bay",2024,"6",2024-10-17,"Annual",17,11.7647058823529,0,11.7647058823529,88.2352941176471
"Botany Bay",2025,"1",2025-03-19,"PBL",44,25,0,25,75
"Botany Bay",2025,"2",2025-03-19,"PBL",39,15.3846153846154,0,15.3846153846154,84.6153846153846
"Botany Bay",2025,"3",2025-03-19,"PBL",30,13.3333333333333,0,13.3333333333333,86.6666666666667
"Botany Bay",2025,"4",2025-03-19,"PBL",9,0,0,0,100
"Botany Bay",2025,"5",2025-03-19,"PBL",4,0,0,0,100
"Botany Bay",2025,"6",2025-03-19,"PBL",3,33.3333333333333,0,33.3333333333333,66.6666666666667
"Brewers Bay",2022,"1",2022-09-23,"Annual",32,3.125,0,3.125,96.875
"Brewers Bay",2022,"2",2022-09-23,"Annual",28,10.7142857142857,0,10.7142857142857,89.2857142857143
"Brewers Bay",2022,"3",2022-09-23,"Annual",15,20,0,20,80
"Brewers Bay",2022,"4",2022-09-23,"Annual",16,43.75,0,43.75,56.25
"Brewers Bay",2022,"5",2022-09-23,"Annual",33,18.1818181818182,0,18.1818181818182,81.8181818181818
"Brewers Bay",2022,"6",2022-09-23,"Annual",13,15.3846153846154,0,15.3846153846154,84.6153846153846
"Brewers Bay",2023,"1",2023-10-17,"Annual",23,4.34782608695652,4.34782608695652,8.69565217391304,91.304347826087
"Brewers Bay",2023,"2",2023-10-17,"Annual",19,0,0,0,100
"Brewers Bay",2023,"3",2023-10-17,"Annual",19,26.3157894736842,0,26.3157894736842,73.6842105263158
"Brewers Bay",2023,"4",2023-10-17,"Annual",34,2.94117647058824,0,2.94117647058824,97.0588235294118
"Brewers Bay",2023,"5",2023-10-17,"Annual",19,15.7894736842105,5.26315789473684,21.0526315789474,78.9473684210526
"Brewers Bay",2023,"6",2023-10-17,"Annual",15,0,0,0,100
"Brewers Bay",2024,"1",2024-04-11,"PBL",25,0,0,0,100
"Brewers Bay",2024,"1",2024-10-11,"Annual",22,0,0,0,100
"Brewers Bay",2024,"2",2024-04-11,"PBL",12,0,0,0,100
"Brewers Bay",2024,"2",2024-10-11,"Annual",15,0,0,0,100
"Brewers Bay",2024,"3",2024-04-11,"PBL",13,0,0,0,100
"Brewers Bay",2024,"3",2024-10-11,"Annual",14,0,0,0,100
"Brewers Bay",2024,"4",2024-04-11,"PBL",22,9.09090909090909,4.54545454545455,13.6363636363636,86.3636363636364
"Brewers Bay",2024,"4",2024-10-11,"Annual",31,3.2258064516129,0,3.2258064516129,96.7741935483871
"Brewers Bay",2024,"5",2024-04-11,"PBL",20,25,0,25,75
"Brewers Bay",2024,"5",2024-10-11,"Annual",29,3.44827586206897,0,3.44827586206897,96.551724137931
"Brewers Bay",2024,"6",2024-04-11,"PBL",11,0,0,0,100
"Brewers Bay",2024,"6",2024-10-11,"Annual",11,0,0,0,100
"Brewers Bay",2025,"1",2025-03-26,"PBL",15,0,0,0,100
"Brewers Bay",2025,"2",2025-03-26,"PBL",11,100,0,100,0
"Brewers Bay",2025,"3",2025-03-26,"PBL",16,87.5,6.25,87.5,12.5
"Brewers Bay",2025,"4",2025-03-26,"PBL",25,0,0,0,100
"Brewers Bay",2025,"5",2025-03-26,"PBL",21,57.1428571428571,0,57.1428571428571,42.8571428571429
"Brewers Bay",2025,"6",2025-03-26,"PBL",18,33.3333333333333,0,33.3333333333333,66.6666666666667
"Buck Island STT",2022,"1",2022-10-04,"Annual",10,0,0,0,100
"Buck Island STT",2022,"2",2022-10-04,"Annual",9,0,0,0,100
"Buck Island STT",2022,"3",2022-10-04,"Annual",12,0,0,0,100
"Buck Island STT",2022,"4",2022-10-04,"Annual",67,0,0,0,100
"Buck Island STT",2022,"5",2022-10-04,"Annual",64,0,0,0,100
"Buck Island STT",2022,"6",2022-10-04,"Annual",43,6.97674418604651,0,6.97674418604651,93.0232558139535
"Buck Island STT",2023,"1",2023-10-19,"Annual",10,0,0,0,100
"Buck Island STT",2023,"2",2023-10-19,"Annual",7,0,0,0,100
"Buck Island STT",2023,"3",2023-10-19,"Annual",11,0,0,0,100
"Buck Island STT",2023,"4",2023-10-19,"Annual",78,2.56410256410256,0,2.56410256410256,97.4358974358974
"Buck Island STT",2023,"5",2023-10-30,"Annual",70,0,0,0,100
"Buck Island STT",2023,"6",2023-10-19,"Annual",80,20,1.25,21.25,78.75
"Buck Island STT",2024,"1",2024-04-02,"PBL",15,0,6.66666666666667,6.66666666666667,93.3333333333333
"Buck Island STT",2024,"1",2024-10-18,"Annual",17,0,0,0,100
"Buck Island STT",2024,"2",2024-04-02,"PBL",8,0,0,0,100
"Buck Island STT",2024,"2",2024-10-18,"Annual",11,0,0,0,100
"Buck Island STT",2024,"3",2024-04-02,"PBL",10,0,0,0,100
"Buck Island STT",2024,"3",2024-10-18,"Annual",10,0,0,0,100
"Buck Island STT",2024,"4",2024-04-02,"PBL",62,4.83870967741935,1.61290322580645,6.45161290322581,93.5483870967742
"Buck Island STT",2024,"4",2024-10-18,"Annual",89,2.24719101123596,0,2.24719101123596,97.752808988764
"Buck Island STT",2024,"5",2024-04-02,"PBL",84,0,0,0,100
"Buck Island STT",2024,"5",2024-10-18,"Annual",61,21.3114754098361,0,21.3114754098361,78.6885245901639
"Buck Island STT",2024,"6",2024-04-02,"PBL",60,0,5,5,95
"Buck Island STT",2024,"6",2024-10-18,"Annual",60,20,1.66666666666667,21.6666666666667,78.3333333333333
"Buck Island STT",2025,"1",2025-03-20,"PBL",14,28.5714285714286,0,28.5714285714286,71.4285714285714
"Buck Island STT",2025,"2",2025-03-20,"PBL",11,0,0,0,100
"Buck Island STT",2025,"3",2025-03-20,"PBL",16,0,0,0,100
"Buck Island STT",2025,"4",2025-03-20,"PBL",50,22,2,24,76
"Buck Island STT",2025,"5",2025-03-20,"PBL",31,0,0,0,100
"Buck Island STT",2025,"6",2025-03-20,"PBL",34,20.5882352941176,5.88235294117647,23.5294117647059,76.4705882352941
"Buck Island STX",2022,"1",2022-10-17,"Annual",17,0,0,0,100
"Buck Island STX",2022,"2",2022-10-17,"Annual",15,0,0,0,100
"Buck Island STX",2022,"3",2022-10-17,"Annual",9,0,0,0,100
"Buck Island STX",2022,"4",2022-10-17,"Annual",15,0,0,0,100
"Buck Island STX",2022,"5",2022-10-17,"Annual",9,11.1111111111111,0,11.1111111111111,88.8888888888889
"Buck Island STX",2022,"6",2022-10-17,"Annual",12,0,0,0,100
"Buck Island STX",2023,"1",2023-11-09,"Annual",11,0,9.09090909090909,9.09090909090909,90.9090909090909
"Buck Island STX",2023,"2",2023-11-09,"Annual",13,23.0769230769231,0,23.0769230769231,76.9230769230769
"Buck Island STX",2023,"3",2023-11-09,"Annual",16,0,0,0,100
"Buck Island STX",2023,"4",2023-11-09,"Annual",21,0,0,0,100
"Buck Island STX",2023,"5",2023-11-09,"Annual",13,0,0,0,100
"Buck Island STX",2023,"6",2023-11-09,"Annual",14,0,0,0,100
"Buck Island STX",2024,"1",2024-03-13,"PBL",15,0,0,0,100
"Buck Island STX",2024,"1",2024-11-11,"Annual",16,0,0,0,100
"Buck Island STX",2024,"2",2024-03-13,"PBL",8,0,0,0,100
"Buck Island STX",2024,"2",2024-11-11,"Annual",9,0,0,0,100
"Buck Island STX",2024,"3",2024-03-13,"PBL",15,0,0,0,100
"Buck Island STX",2024,"3",2024-11-11,"Annual",9,0,0,0,100
"Buck Island STX",2024,"4",2024-03-13,"PBL",12,0,0,0,100
"Buck Island STX",2024,"4",2024-11-11,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"Buck Island STX",2024,"5",2024-03-13,"PBL",10,0,0,0,100
"Buck Island STX",2024,"5",2024-11-11,"Annual",9,22.2222222222222,0,22.2222222222222,77.7777777777778
"Buck Island STX",2024,"6",2024-03-13,"PBL",9,0,0,0,100
"Buck Island STX",2024,"6",2024-11-11,"Annual",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Buck Island STX",2025,"1",2025-04-11,"PBL",13,0,0,0,100
"Buck Island STX",2025,"2",2025-04-11,"PBL",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Buck Island STX",2025,"3",2025-04-11,"PBL",11,0,0,0,100
"Buck Island STX",2025,"4",2025-04-11,"PBL",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Buck Island STX",2025,"5",2025-04-11,"PBL",6,0,0,0,100
"Buck Island STX",2025,"6",2025-04-11,"PBL",9,0,0,0,100
"Buck Island STX Deep",2022,"1",2022-10-19,"Annual",10,10,0,10,90
"Buck Island STX Deep",2022,"2",2022-10-19,"Annual",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Buck Island STX Deep",2022,"3",2022-10-19,"Annual",10,40,0,40,60
"Buck Island STX Deep",2022,"4",2022-10-19,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"Buck Island STX Deep",2022,"5",2022-10-19,"Annual",10,0,0,0,100
"Buck Island STX Deep",2022,"6",2022-10-19,"Annual",9,0,0,0,100
"Buck Island STX Deep",2023,"1",2023-11-09,"Annual",10,0,0,0,100
"Buck Island STX Deep",2023,"2",2023-11-09,"Annual",14,0,0,0,100
"Buck Island STX Deep",2023,"3",2023-11-09,"Annual",7,0,0,0,100
"Buck Island STX Deep",2023,"4",2023-11-09,"Annual",8,0,0,0,100
"Buck Island STX Deep",2023,"5",2023-11-09,"Annual",7,0,0,0,100
"Buck Island STX Deep",2023,"6",2023-11-09,"Annual",9,0,0,0,100
"Buck Island STX Deep",2024,"1",2024-03-11,"PBL",9,0,0,0,100
"Buck Island STX Deep",2024,"1",2024-11-11,"Annual",9,0,0,0,100
"Buck Island STX Deep",2024,"2",2024-03-11,"PBL",12,0,0,0,100
"Buck Island STX Deep",2024,"2",2024-11-11,"Annual",13,0,0,0,100
"Buck Island STX Deep",2024,"3",2024-03-11,"PBL",8,0,0,0,100
"Buck Island STX Deep",2024,"3",2024-11-11,"Annual",8,0,0,0,100
"Buck Island STX Deep",2024,"4",2024-03-11,"PBL",7,0,0,0,100
"Buck Island STX Deep",2024,"4",2024-11-11,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"Buck Island STX Deep",2024,"5",2024-03-11,"PBL",10,0,0,0,100
"Buck Island STX Deep",2024,"5",2024-11-11,"Annual",11,0,0,0,100
"Buck Island STX Deep",2024,"6",2024-03-11,"PBL",13,0,0,0,100
"Buck Island STX Deep",2024,"6",2024-11-11,"Annual",13,15.3846153846154,0,15.3846153846154,84.6153846153846
"Buck Island STX Deep",2025,"1",2025-04-11,"PBL",9,0,0,0,100
"Buck Island STX Deep",2025,"2",2025-04-11,"PBL",10,0,0,0,100
"Buck Island STX Deep",2025,"3",2025-04-11,"PBL",8,0,0,0,100
"Buck Island STX Deep",2025,"4",2025-04-11,"PBL",8,62.5,0,62.5,37.5
"Buck Island STX Deep",2025,"5",2025-04-11,"PBL",9,0,0,0,100
"Buck Island STX Deep",2025,"6",2025-04-11,"PBL",11,54.5454545454545,0,54.5454545454545,45.4545454545455
"Cane Bay",2022,"1",2022-11-18,"Annual",8,0,0,0,100
"Cane Bay",2022,"2",2022-11-18,"Annual",14,0,0,0,100
"Cane Bay",2022,"3",2022-11-18,"Annual",10,20,0,20,80
"Cane Bay",2022,"4",2022-11-18,"Annual",16,12.5,0,12.5,87.5
"Cane Bay",2022,"5",2022-11-18,"Annual",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Cane Bay",2022,"6",2022-11-18,"Annual",14,28.5714285714286,0,28.5714285714286,71.4285714285714
"Cane Bay",2023,"1",2023-11-12,"Annual",10,0,0,0,100
"Cane Bay",2023,"2",2023-11-12,"Annual",17,0,0,0,100
"Cane Bay",2023,"3",2023-11-12,"Annual",18,5.55555555555556,0,5.55555555555556,94.4444444444444
"Cane Bay",2023,"4",2023-11-12,"Annual",22,0,0,0,100
"Cane Bay",2023,"5",2023-11-12,"Annual",16,0,0,0,100
"Cane Bay",2023,"6",2023-11-12,"Annual",21,4.76190476190476,0,4.76190476190476,95.2380952380952
"Cane Bay",2024,"1",2024-03-13,"PBL",10,10,0,10,90
"Cane Bay",2024,"1",2024-11-12,"Annual",6,0,0,0,100
"Cane Bay",2024,"2",2024-03-13,"PBL",17,0,0,0,100
"Cane Bay",2024,"2",2024-11-12,"Annual",9,0,0,0,100
"Cane Bay",2024,"3",2024-03-13,"PBL",12,8.33333333333333,0,8.33333333333333,91.6666666666667
"Cane Bay",2024,"3",2024-11-12,"Annual",12,0,0,0,100
"Cane Bay",2024,"4",2024-03-13,"PBL",11,0,0,0,100
"Cane Bay",2024,"4",2024-11-12,"Annual",7,0,0,0,100
"Cane Bay",2024,"5",2024-03-13,"PBL",21,0,0,0,100
"Cane Bay",2024,"5",2024-11-12,"Annual",17,11.7647058823529,5.88235294117647,17.6470588235294,82.3529411764706
"Cane Bay",2024,"6",2024-03-13,"PBL",15,0,0,0,100
"Cane Bay",2024,"6",2024-11-12,"Annual",18,16.6666666666667,0,16.6666666666667,83.3333333333333
"Cane Bay",2025,"1",2025-04-16,"PBL",23,17.3913043478261,0,17.3913043478261,82.6086956521739
"Cane Bay",2025,"2",2025-04-16,"PBL",28,28.5714285714286,0,28.5714285714286,71.4285714285714
"Cane Bay",2025,"3",2025-04-16,"PBL",13,0,0,0,100
"Cane Bay",2025,"4",2025-04-16,"PBL",12,33.3333333333333,0,33.3333333333333,66.6666666666667
"Cane Bay",2025,"5",2025-04-16,"PBL",24,0,0,0,100
"Cane Bay",2025,"6",2025-04-16,"PBL",15,33.3333333333333,0,33.3333333333333,66.6666666666667
"Cane Bay Deep",2022,"1",2022-11-18,"Annual",7,14.2857142857143,0,14.2857142857143,85.7142857142857
"Cane Bay Deep",2022,"2",2022-11-18,"Annual",8,0,0,0,100
"Cane Bay Deep",2022,"3",2022-11-18,"Annual",3,0,0,0,100
"Cane Bay Deep",2022,"4",2022-11-18,"Annual",7,28.5714285714286,0,28.5714285714286,71.4285714285714
"Cane Bay Deep",2022,"5",2022-11-18,"Annual",7,14.2857142857143,0,14.2857142857143,85.7142857142857
"Cane Bay Deep",2022,"6",2022-11-18,"Annual",9,11.1111111111111,0,11.1111111111111,88.8888888888889
"Cane Bay Deep",2023,"1",2023-11-12,"Annual",6,0,0,0,100
"Cane Bay Deep",2023,"2",2023-11-12,"Annual",5,0,0,0,100
"Cane Bay Deep",2023,"3",2023-11-12,"Annual",4,0,0,0,100
"Cane Bay Deep",2023,"4",2023-11-12,"Annual",5,0,0,0,100
"Cane Bay Deep",2023,"5",2023-11-12,"Annual",7,0,0,0,100
"Cane Bay Deep",2023,"6",2023-11-12,"Annual",9,0,0,0,100
"Cane Bay Deep",2024,"1",2024-03-13,"PBL",7,0,0,0,100
"Cane Bay Deep",2024,"1",2024-11-12,"Annual",7,0,0,0,100
"Cane Bay Deep",2024,"2",2024-03-13,"PBL",5,0,0,0,100
"Cane Bay Deep",2024,"2",2024-11-12,"Annual",5,0,0,0,100
"Cane Bay Deep",2024,"3",2024-03-13,"PBL",13,23.0769230769231,30.7692307692308,30.7692307692308,69.2307692307692
"Cane Bay Deep",2024,"3",2024-11-12,"Annual",7,0,0,0,100
"Cane Bay Deep",2024,"4",2024-03-13,"PBL",6,16.6666666666667,16.6666666666667,16.6666666666667,83.3333333333333
"Cane Bay Deep",2024,"4",2024-11-12,"Annual",7,0,0,0,100
"Cane Bay Deep",2024,"5",2024-03-13,"PBL",5,0,0,0,100
"Cane Bay Deep",2024,"5",2024-11-12,"Annual",8,0,0,0,100
"Cane Bay Deep",2024,"6",2024-03-13,"PBL",6,0,0,0,100
"Cane Bay Deep",2024,"6",2024-11-12,"Annual",13,0,0,0,100
"Cane Bay Deep",2025,"1",2025-04-16,"PBL",11,0,0,0,100
"Cane Bay Deep",2025,"2",2025-04-16,"PBL",8,12.5,0,12.5,87.5
"Cane Bay Deep",2025,"3",2025-04-16,"PBL",3,0,0,0,100
"Cane Bay Deep",2025,"4",2025-04-16,"PBL",5,0,0,0,100
"Cane Bay Deep",2025,"5",2025-04-16,"PBL",7,0,0,0,100
"Cane Bay Deep",2025,"6",2025-04-16,"PBL",4,0,0,0,100
"Castle",2022,"1",2022-10-19,"Annual",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Castle",2022,"2",2022-10-19,"Annual",14,21.4285714285714,0,21.4285714285714,78.5714285714286
"Castle",2022,"3",2022-10-19,"Annual",18,0,0,0,100
"Castle",2022,"4",2022-10-19,"Annual",10,0,0,0,100
"Castle",2022,"5",2022-10-19,"Annual",11,9.09090909090909,0,9.09090909090909,90.9090909090909
"Castle",2022,"6",2022-10-19,"Annual",22,0,0,0,100
"Castle",2023,"1",2023-11-13,"Annual",19,5.26315789473684,5.26315789473684,5.26315789473684,94.7368421052632
"Castle",2023,"2",2023-11-13,"Annual",21,4.76190476190476,0,4.76190476190476,95.2380952380952
"Castle",2023,"3",2023-11-13,"Annual",18,11.1111111111111,0,11.1111111111111,88.8888888888889
"Castle",2023,"4",2023-11-13,"Annual",15,0,0,0,100
"Castle",2023,"5",2023-11-13,"Annual",17,0,0,0,100
"Castle",2023,"6",2023-11-13,"Annual",21,0,0,0,100
"Castle",2024,"1",2024-03-11,"PBL",16,6.25,0,6.25,93.75
"Castle",2024,"1",2024-11-12,"Annual",11,0,0,0,100
"Castle",2024,"2",2024-03-11,"PBL",14,0,0,0,100
"Castle",2024,"2",2024-11-12,"Annual",14,0,0,0,100
"Castle",2024,"3",2024-03-11,"PBL",17,5.88235294117647,0,5.88235294117647,94.1176470588235
"Castle",2024,"3",2024-11-12,"Annual",10,0,0,0,100
"Castle",2024,"4",2024-03-11,"PBL",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"Castle",2024,"4",2024-11-12,"Annual",8,0,0,0,100
"Castle",2024,"5",2024-03-11,"PBL",13,7.69230769230769,0,7.69230769230769,92.3076923076923
"Castle",2024,"5",2024-11-12,"Annual",12,16.6666666666667,0,16.6666666666667,83.3333333333333
"Castle",2024,"6",2024-03-11,"PBL",14,0,0,0,100
"Castle",2024,"6",2024-11-12,"Annual",16,18.75,6.25,18.75,81.25
"Castle",2025,"1",2025-04-11,"PBL",14,57.1428571428571,14.2857142857143,64.2857142857143,35.7142857142857
"Castle",2025,"2",2025-04-11,"PBL",12,91.6666666666667,0,91.6666666666667,8.33333333333334
"Castle",2025,"3",2025-04-11,"PBL",7,71.4285714285714,0,71.4285714285714,28.5714285714286
"Castle",2025,"4",2025-04-11,"PBL",6,0,0,0,100
"Castle",2025,"5",2025-04-11,"PBL",6,66.6666666666667,0,66.6666666666667,33.3333333333333
"Castle",2025,"6",2025-04-11,"PBL",13,84.6153846153846,0,84.6153846153846,15.3846153846154
"Coculus Rock",2022,"1",2022-10-04,"Annual",22,0,0,0,100
"Coculus Rock",2022,"2",2022-10-04,"Annual",26,0,0,0,100
"Coculus Rock",2022,"3",2022-10-04,"Annual",13,0,0,0,100
"Coculus Rock",2022,"4",2022-10-04,"Annual",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Coculus Rock",2022,"5",2022-10-04,"Annual",6,16.6666666666667,0,16.6666666666667,83.3333333333333
"Coculus Rock",2022,"6",2022-10-04,"Annual",16,0,0,0,100
"Coculus Rock",2023,"1",2023-10-13,"Annual",78,8.97435897435897,0,8.97435897435897,91.025641025641
"Coculus Rock",2023,"2",2023-10-13,"Annual",26,15.3846153846154,0,15.3846153846154,84.6153846153846
"Coculus Rock",2023,"3",2023-10-13,"Annual",87,1.14942528735632,0,1.14942528735632,98.8505747126437
"Coculus Rock",2023,"4",2023-10-13,"Annual",87,4.59770114942529,6.89655172413793,11.4942528735632,88.5057471264368
"Coculus Rock",2023,"5",2023-10-13,"Annual",16,0,0,0,100
"Coculus Rock",2023,"6",2023-10-13,"Annual",21,9.52380952380952,0,9.52380952380952,90.4761904761905
"Coculus Rock",2024,"1",2024-04-02,"PBL",238,0.420168067226891,0,0.420168067226891,99.5798319327731
"Coculus Rock",2024,"1",2024-10-18,"Annual",218,0.91743119266055,0.458715596330275,1.37614678899083,98.6238532110092
"Coculus Rock",2024,"2",2024-04-02,"PBL",18,0,0,0,100
"Coculus Rock",2024,"2",2024-10-18,"Annual",26,0,0,0,100
"Coculus Rock",2024,"3",2024-04-02,"PBL",142,0.704225352112676,0,0.704225352112676,99.2957746478873
"Coculus Rock",2024,"3",2024-10-18,"Annual",176,0,0,0,100
"Coculus Rock",2024,"4",2024-04-02,"PBL",24,4.16666666666667,0,4.16666666666667,95.8333333333333
"Coculus Rock",2024,"4",2024-10-18,"Annual",21,4.76190476190476,0,4.76190476190476,95.2380952380952
"Coculus Rock",2024,"5",2024-04-02,"PBL",12,16.6666666666667,0,16.6666666666667,83.3333333333333
"Coculus Rock",2024,"5",2024-10-18,"Annual",14,14.2857142857143,0,14.2857142857143,85.7142857142857
"Coculus Rock",2024,"6",2024-04-02,"PBL",26,3.84615384615385,0,3.84615384615385,96.1538461538462
"Coculus Rock",2024,"6",2024-10-18,"Annual",22,4.54545454545455,0,4.54545454545455,95.4545454545455
"Coculus Rock",2025,"1",2025-05-08,"PBL",119,16.8067226890756,0,16.8067226890756,83.1932773109244
"Coculus Rock",2025,"2",2025-05-08,"PBL",48,0,0,0,100
"Coculus Rock",2025,"3",2025-05-08,"PBL",115,14.7826086956522,0.869565217391304,15.6521739130435,84.3478260869565
"Coculus Rock",2025,"4",2025-05-08,"PBL",17,23.5294117647059,0,23.5294117647059,76.4705882352941
"Coculus Rock",2025,"5",2025-05-08,"PBL",7,0,0,0,100
"Coculus Rock",2025,"6",2025-05-08,"PBL",19,15.7894736842105,0,15.7894736842105,84.2105263157895
"College Shoal East",2022,"1",2022-11-18,"Annual",17,17.6470588235294,0,17.6470588235294,82.3529411764706
"College Shoal East",2022,"2",2022-11-18,"Annual",14,7.14285714285714,0,7.14285714285714,92.8571428571429
"College Shoal East",2022,"3",2022-11-18,"Annual",11,0,0,0,100
"College Shoal East",2022,"4",2022-11-18,"Annual",7,14.2857142857143,0,14.2857142857143,85.7142857142857
"College Shoal East",2022,"5",2022-11-18,"Annual",13,0,0,0,100
"College Shoal East",2022,"6",2022-11-18,"Annual",17,0,0,0,100
"College Shoal East",2023,"1",2023-12-06,"Annual",18,0,0,0,100
"College Shoal East",2023,"2",2023-12-06,"Annual",12,0,0,0,100
"College Shoal East",2023,"3",2023-12-06,"Annual",13,23.0769230769231,0,23.0769230769231,76.9230769230769
"College Shoal East",2023,"4",2023-12-06,"Annual",18,0,0,0,100
"College Shoal East",2023,"5",2023-12-06,"Annual",13,0,0,0,100
"College Shoal East",2023,"6",2023-12-06,"Annual",17,0,0,0,100
"College Shoal East",2024,"1",2024-05-14,"PBL",11,0,0,0,100
"College Shoal East",2024,"1",2024-11-21,"Annual",13,0,0,0,100
"College Shoal East",2024,"2",2024-05-14,"PBL",4,0,0,0,100
"College Shoal East",2024,"2",2024-11-21,"Annual",10,0,0,0,100
"College Shoal East",2024,"3",2024-05-14,"PBL",10,20,0,20,80
"College Shoal East",2024,"3",2024-11-21,"Annual",17,0,0,0,100
